city_name,address,lat,lng
Shasta Lake,"Shasta Lake, CA 96019, USA",40.6804279,-122.37084189999999
Sierra Madre,"Sierra Madre, CA 91024, USA",34.16190040000001,-118.0527046
Signal Hill,"Signal Hill, CA, USA",33.8044614,-118.16784559999999
Simi Valley,"Simi Valley, CA, USA",34.2694474,-118.781482
Solana Beach,"Solana Beach, CA, USA",32.991155,-117.27114809999999
Soledad,"Soledad, CA 93960, USA",36.424687,-121.32631869999999
Solvang,"Solvang, CA 93463, USA",34.5958201,-120.13764809999999
Sonoma,"Sonoma, CA 95476, USA",38.291858999999995,-122.45803559999999
Sonora,"Sonora, CA 95370, USA",37.9829496,-120.3821724
South El Monte,"South El Monte, CA 91733, USA",34.0519548,-118.04673389999999
South Gate,"South Gate, CA 90280, USA",33.954737,-118.2120161
South Lake Tahoe,"South Lake Tahoe, CA 96150, USA",38.939926,-119.9771868
South Pasadena,"South Pasadena, CA 91030, USA",34.1161196,-118.15034879999999
South San Francisco,"South San Francisco, CA, USA",37.654655999999996,-122.40774979999998
Stanton,"Stanton, CA, USA",33.8028875,-117.9931203
Stockton,"Stockton, CA, USA",37.9575104,-121.29247369999997
Suisun City,"Suisun City, CA, USA",38.2382474,-122.04024400000002
Sunnyvale,"Sunnyvale, CA, USA",37.368829999999996,-122.0363496
Susanville,"Susanville, CA, USA",40.4162842,-120.6530063
Sutter Creek,"Sutter Creek, CA, USA",38.392967500000005,-120.80243569999999
Taft,"Taft, CA, USA",35.1424671,-119.45650779999998
Tehachapi,"Tehachapi, CA 93561, USA",35.132187699999996,-118.4489739
Tehama,"Tehama, CA, USA",40.0271015,-122.1233228
Temecula,"Temecula, CA, USA",33.4934243,-117.1488156
Temple City,"Temple City, CA, USA",34.1072305,-118.0578456
Thousand Oaks,"Thousand Oaks, CA, USA",34.1761133,-118.84877929999999
Tiburon,"Tiburon, CA, USA",37.8735377,-122.4566392
Torrance,"Torrance, CA, USA",33.8369217,-118.34074509999998
Tracy,"Tracy, CA, USA",37.739581799999996,-121.4260018
Trinidad,"Trinidad, CA 95570, USA",41.059290999999995,-124.1431246
Truckee,"Truckee, CA 96161, USA",39.327962,-120.18325329999999
Tulare,"Tulare, CA 93274, USA",36.2077288,-119.34733789999999
Tulelake,"Tulelake, CA 96134, USA",41.955988399999995,-121.4774916
Turlock,"Turlock, CA, USA",37.4945743,-120.8459786
Tustin,"Tustin, CA, USA",33.742000499999996,-117.82363909999998
Twentynine Palms,"Twentynine Palms, CA 92277, USA",34.1355582,-116.05416890000001
Ukiah,"Ukiah, CA 95482, USA",39.1501709,-123.2077831
Union City,"Union City, CA, USA",37.5933562,-122.0438609
Upland,"Upland, CA, USA",34.09751,-117.6483876
Vacaville,"Vacaville, CA, USA",38.3565773,-121.9877444
Vallejo,"Vallejo, CA, USA",38.1040864,-122.25663669999999
Ventura,"Ventura, CA, USA",34.2808409,-119.2931259
Vernon,"Vernon, CA, USA",34.003903,-118.23007299999998
Victorville,"Victorville, CA, USA",34.536218399999996,-117.2927641
Villa Park,"Villa Park, CA, USA",33.81400620000001,-117.82207229999999
Visalia,"Visalia, CA, USA",36.330132899999995,-119.2966367
Vista,"Vista, CA, USA",33.2000368,-117.2425355
Walnut,"Walnut, CA, USA",34.020289399999996,-117.8653386
Walnut Creek,"Walnut Creek, CA, USA",37.910078299999995,-122.0651819
Wasco,"Wasco, CA 93280, USA",35.5941238,-119.34094569999999
Waterford,"Waterford, CA, USA",37.640544999999996,-120.76158079999999
Watsonville,"Watsonville, CA, USA",36.910230999999996,-121.75689460000001
Weed,"Weed, CA, USA",41.426848,-122.38425480000001
West Covina,"West Covina, CA, USA",34.0686208,-117.93895259999998
West Hollywood,"West Hollywood, CA, USA",34.0907087,-118.37032839999998
West Sacramento,"West Sacramento, CA, USA",38.5804609,-121.53023400000001
Westlake Village,"Westlake Village, CA, USA",34.1466467,-118.80737289999999
Westminster,"Westminster, CA, USA",33.7591757,-117.9897058
Westmorland,"Westmorland, CA, USA",33.0372674,-115.62138170000001
Wheatland,"Wheatland, CA, USA",39.008843,-121.42388910000001
Whittier,"Whittier, CA, USA",33.9754423,-118.03267809999998
Wildomar,"Wildomar, CA, USA",33.5989126,-117.2800372
Williams,"Williams, CA 95987, USA",39.1546137,-122.14941870000001
Willits,"Willits, CA 95490, USA",39.4096079,-123.35556559999999
Willows,"Willows, CA 95988, USA",39.5243265,-122.19359310000002
Windsor,"Windsor, CA, USA",38.5471327,-122.8163802
Winters,"Winters, CA 95694, USA",38.5249065,-121.9708017
Woodlake,"Woodlake, CA 93286, USA",36.413560499999996,-119.0987176
Woodland,"Woodland, CA, USA",38.678515700000005,-121.7732971
Woodside,"Woodside, CA, USA",37.429938799999995,-122.25385569999999
Yorba Linda,"Yorba Linda, CA, USA",33.888503500000006,-117.8132571
Yountville,"Yountville, CA, USA",38.401578099999995,-122.36081050000001
Yreka,"Yreka, CA 96097, USA",41.735418599999996,-122.63447079999997
Yuba City,"Yuba City, CA, USA",39.1406607,-121.6177394
Yucaipa,"Yucaipa, CA, USA",34.033625,-117.0430865
Yucca Valley,"Yucca Valley, CA 92284, USA",34.1141743,-116.43223499999999
Canyon Lake,"Canyon Lake, CA 92587, USA",33.6850215,-117.2730931
Morro Bay,"Morro Bay, CA, USA",35.3659445,-120.8499924
